C
161,440761
163,778153
170,574431
176,728535
187,159045
197,120822
203,535979
218,4055
222,57669
230,367706
238,85212
251,127279
258,767991
271,739199
291,815338
301,6616
311,493705
327,842336
342,422335
367,351722
386,56269
410,97391
386,881835
432,872011
431,964985
452,865846
459,610487
479,934025
494,591897
511,521399
555,302683
552,393747
