ASM
67,547508
68,934212
74,891272
76,966761
80,791578
84,665083
90,261311
95,291931
101,027998
107,340436
111,809466
117,925141
122,515154
132,173715
136,082817
138,420022
143,010859
157,432801
161,334451
170,042153
177,661021
194,775891
194,350904
200,551341
211,927456
217,056326
235,783577
231,13765
244,429822
247,900672
243,786236
260,406557
